comment,rating,time,user,votes,watched
"万达的3D真的有毒啊，眼都快看瞎了
         灭霸最后回到西南大山的梯田过着隐居生活，还是东亚人民的生育精神很最符合我的理念。
         首映
         内涵上超出了之前的好几部漫威 导演挺可以
         讲真，灭霸比天启有内涵一百倍！
         全程被震撼！！最喜欢钢铁侠
         或许期待太高 人物太多以至于有点乱 文戏太少节奏太紧 不过还是比2好看多了
         困了
         没有sb星爵那段就完美了。可惜
                
                
         在电影院看的，看完居然真心诚意地想要从头补起来，Thor太帅了！特别是换了眼睛之后！这部电影有笑点有泪点，真的很精彩，就是不太喜欢美国队长的大胡子……
         扣一星是我看完真的很气！因为小树树又死了！！！
         漫威系列真的是，每次看完都要去影评恶补一番才能接得上前因后果～
         The Grand festival cinema 
         谁不想会这种响指呢
                
                
         星爵那段，无力吐槽编剧。
个别hero被弱化，真的想骂人。
灭霸的小弟们一个个都像是one punch man里面出来样的。
         并不是漫威迷，只看过几部漫威电影，没有特别深的感情，看到结尾死了那么多人，也并没有微博上漫威迷一样哭得要死要活（夸张），怎么说呢，特效贼好，场面很宏大，特别喜欢黑寡妇，喜欢红头发的那个女孩，奇异博士很帅，再就吐槽一点，浩克去是干嘛的，全程搞笑😒😒
         死了很多人
         是我要求太高了吗，感觉现在人物越来越多，为了每一个人有出场，故事就变得很碎，场景来回换，但再也没有看1时那种兴奋感了
         看的好爽。谁说反派就一定要失败！！！
         灭霸屌爆了。","推荐,力荐,力荐,推荐,推荐,力荐,推荐,还行,推荐,推荐,推荐,推荐,推荐,力荐,还行,推荐,还行,还行,力荐,推荐","2018-05-31 19:34:55,2018-05-31 19:34:55,2018-05-31 19:31:35,2018-05-31 19:31:01,2018-05-31 19:26:29,2018-05-31 19:25:01,2018-05-31 19:23:08,2018-05-31 19:22:21,2018-05-31 19:15:22,2018-05-31 19:15:07,2018-05-31 19:13:59,2018-05-31 19:12:09,2018-05-31 19:06:22,2018-05-31 19:04:05,2018-05-31 19:03:55,2018-05-31 18:59:32,2018-05-31 18:59:24,2018-05-31 18:58:53,2018-05-31 18:41:42,2018-05-31 18:38:50","Moon,深夜行者,Galaxies,啊呀呀,喵喵复喵喵,269899731,会飞的猫,野逸,神奇小猫,Psyche,heliotrope 。,石火火Chrisnow,peggy啊,是鹿阿,Helen,椤木,早睡早起,麦芒茶,有怪兽呀,Carl","有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用,有用","看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过,看过"
